sku,option_pn,pn_type
867984-B21,867984-B21,option
867988-B21,867988-B21,option
867990-B21,867990-B21,option
867992-B21,867992-B21,option
867994-B21,867994-B21,option
867996-B21,867996-B21,option
867998-B21,867998-B21,option
868000-B21,868000-B21,option
868004-B21,868004-B21,option
868230-001,P9M82A,spare
868231-001,P9M79A,spare
868232-001,P9M80A,spare
868774-001,870759-B21,gpn
868814-B21,868814-B21,option
868818-B21,868818-B21,option
868822-B21,868822-B21,option
868826-B21,868826-B21,option
868830-B21,868830-B21,option
868840-B21,868840-B21,option
868841-001,838079-B21,spare
868842-001,838081-B21,spare
868843-001,838083-B21,spare
868844-001,838085-B21,spare
868845-001,838087-B21,spare
868846-001,835955-B21,spare
868906-001,868840-B21,spare
868924-001,868814-B21,spare
868926-001,868818-B21,spare
868927-001,869056-B21,spare
868928-001,868822-B21,spare
868930-001,868826-B21,spare
868931-001,869058-B21,spare
868932-001,868830-B21,spare
869056-B21,869056-B21,option
869058-B21,869058-B21,option
869079-B21,869079-B21,option
869081-B21,869081-B21,option
869083-B21,869083-B21,option
869086-B21,869086-B21,option
869088-B21,869088-B21,option
869089-B21,869089-B21,option
869090-B21,869090-B21,option
869102-001,869079-B21,assembly
869103-002,869081-B21,assembly
869347-B21,869347-B21,option
869374-B21,869374-B21,option
869376-B21,869376-B21,option
869378-B21,869378-B21,option
869380-B21,869380-B21,option
869384-B21,869384-B21,option
869386-B21,869386-B21,option
869388-B21,869388-B21,option
869489-B21,869489-B21,option
869491-B21,869491-B21,option
869537-001,862974-B21,spare
869538-001,862976-B21,spare
869570-001,867328-B21,spare
869571-001,867331-B21,spare
869572-001,867334-B21,spare
869573-001,867707-B21,spare
869574-001,869347-B21,spare
869575-001,869374-B21,spare
869576-001,869376-B21,spare
869577-001,869378-B21,spare
869578-001,869380-B21,spare
869580-001,869384-B21,spare
869581-001,869386-B21,spare
869582-001,869388-B21,spare
869714-002_781516-B21,781516-B21,assembly
869714-002_872477-B21,872477-B21,assembly
870001-001,Q0L13A,spare
870002-001,Q0L14A,spare
870144-B21,870144-B21,option
870148-B21,870148-B21,option
870460-001,870144-B21,spare
870462-001,870148-B21,spare
870548-B21,870548-B21,option
870549-B21,870549-B21,option
870658-B21,870658-B21,option
870730-B21,870730-B21,option
870732-B21,870732-B21,option
870734-B21,870734-B21,option
870736-B21,870736-B21,option
870738-B21,870738-B21,option
870753-B21,870753-B21,option
870755-B21,870755-B21,option
870757-B21,870757-B21,option
870759-B21,870759-B21,option
870761-B21,870761-B21,option
870763-B21,870763-B21,option
870765-B21,870765-B21,option
870792-001,870753-B21,spare
870793-001,870755-B21,spare
870794-001,870757-B21,spare
870795-001,870759-B21,spare
870796-001,870761-B21,spare
870797-001,870763-B21,spare
870798-001,870765-B21,spare
870840-001,838089-B21,spare
870966-B21,870966-B21,option
870968-B21,870968-B21,option
870970-B21,870970-B21,option
870972-B21,870972-B21,option
870974-B21,870974-B21,option
870976-B21,870976-B21,option
870978-B21,870978-B21,option
870980-B21,870980-B21,option
870982-B21,870982-B21,option
871026-B21,871026-B21,option
871026-L21,871026-L21,option
871039-001,804326-B21,spare
871040-002,869081-B21,spare
871041-001,869083-B21,spare
871043-001,870658-B21,spare
871242-B21,871242-B21,option
871244-B21,871244-B21,option
871246-B21,871246-B21,option
871264-001,P01366-B21,spare
871265-001,875238-B21,spare
871266-001,875242-B21,spare
871267-001,782961-B21,spare
871616-B21,871616-B21,option
871617-B21,871617-B21,option
871618-B21,871618-B21,option
871619-B21,871619-B21,option
871627-002,875490-B21,assembly
871827-B21,871827-B21,option
871828-B21,871828-B21,option
871829-B21,871829-B21,option
872006-B21,872006-B21,option
872009-B21,872009-B21,option
872010-B21,872010-B21,option
872011-B21,872011-B21,option
872012-B21,872012-B21,option
872013-B21,872013-B21,option
872014-B21,872014-B21,option
872015-B21,872015-B21,option
872151-B21,872151-B21,option
872159-001,864279-B21,spare
872222-B21,872222-B21,option
872223-B21,872223-B21,option
872225-B21,872225-B21,option
872227-B21,872227-B21,option
872229-B21,872229-B21,option
872231-B21,872231-B21,option
872233-B21,872233-B21,option
872235-B21,872235-B21,option
872237-B21,872237-B21,option
872252-B21,872252-B21,option
872253-B21,872253-B21,option
872255-B21,872255-B21,option
872257-B21,872257-B21,option
872261-B21,872261-B21,option
872267-B21,872267-B21,option
872283-002,872477-B21,assembly
872283-003,872479-B21,assembly
872285-001,872477-B21,assembly
872285-002,872479-B21,assembly
872336-B21,872336-B21,option
872338-B21,872338-B21,option
872340-B21,872340-B21,option
872344-B21,872344-B21,option
872346-B21,872346-B21,option
872348-B21,872348-B21,option
872350-B21,872350-B21,option
872352-B21,872352-B21,option
872355-B21,872355-B21,option
872357-B21,872357-B21,option
872359-B21,872359-B21,option
872361-B21,872361-B21,option
872363-B21,872363-B21,option
872365-B21,872365-B21,option
872374-B21,872374-B21,option
872376-B21,872376-B21,option
872378-B21,872378-B21,option
872380-B21,872380-B21,option
872382-B21,872382-B21,option
872384-B21,872384-B21,option
872386-B21,872386-B21,option
872390-B21,872390-B21,option
872392-B21,872392-B21,option
872394-B21,872394-B21,option
872432-001,872390-B21,spare
872433-001,872392-B21,spare
872434-001,872394-B21,spare
872475-B21,872475-B21,option
872477-B21,872477-B21,option
872479-B21,872479-B21,option
872481-B21,872481-B21,option
872483-003,872477-B21,gpn
872483-005,872479-B21,gpn
872483-006,872479-B21,gpn
872485-B21,872485-B21,option
872487-B21,872487-B21,option
872489-B21,872489-B21,option
872491-B21,872491-B21,option
872505-001,872374-B21,spare
872506-001,872376-B21,spare
872507-001,872378-B21,spare
872508-001,872380-B21,spare
872509-001,872382-B21,spare
872510-001,872384-B21,spare
872511-001,872386-B21,spare
872512-001,872355-B21,spare
872513-001,872357-B21,spare
872514-001,872359-B21,spare
872515-001,872361-B21,spare
872516-001,872363-B21,spare
872517-001,872365-B21,spare
872518-001,872344-B21,spare
872519-001,872346-B21,spare
872520-001,872348-B21,spare
872521-001,872350-B21,spare
872522-001,872352-B21,spare
872527-001,Q0F26A,spare
872725-B21,872725-B21,option
872726-B21,872726-B21,option
872735-001,872475-B21,spare
872736-001,872477-B21,spare
872737-001,872479-B21,spare
872738-001,872481-B21,spare
872744-001,872485-B21,spare
872745-001,872487-B21,spare
872766-B21,872766-B21,option
872768-B21,872768-B21,option
872770-B21,872770-B21,option
872771-001,872489-B21,spare
872772-001,872491-B21,spare
872824-B21,872824-B21,option
872826-B21,872826-B21,option
872828-B21,872828-B21,option
872831-B21,872831-B21,option
872833-B21,872833-B21,option
872835-B21,872835-B21,option
872837-091,881067-B21,assembly
872839-B21,872839-B21,option
872841-B21,872841-B21,option
872969-001,867853-B21,spare
872970-001,881067-B21,spare
873351-B21,873351-B21,option
873355-B21,873355-B21,option
873357-B21,873357-B21,option
873359-B21,873359-B21,option
873363-B21,873363-B21,option
873365-B21,873365-B21,option
873367-B21,873367-B21,option
873371-001,Q1H47A,spare
873373-B21,873373-B21,option
873418-B21,873418-B21,option
873420-B21,873420-B21,option
873444-B21,873444-B21,option
873563-001,873351-B21,spare
873564-001,873355-B21,spare
873565-001,873357-B21,spare
873566-001,873359-B21,spare
873569-001,873363-B21,spare
873570-001,873365-B21,spare
873571-001,873367-B21,spare
873641-B21,873641-B21,option
873643-B21,873643-B21,option
873645-B21,873645-B21,option
873647-B21,873647-B21,option
873732-B21,873732-B21,option
873770-B21,873770-B21,option
873781-B21,873781-B21,option
873869-B21,873869-B21,option
873870-B21,873870-B21,option
873961-B21,873961-B21,option
874007-B21,874007-B21,option
874008-B21,874008-B21,option
874009-B21,874009-B21,option
874010-B21,874010-B21,option
874253-B21,874253-B21,option
874449-B21,874449-B21,option
874452-B21,874452-B21,option
874455-B21,874455-B21,option
874540-001,845264-B21,spare
874543-B21,874543-B21,option
874566-B21,874566-B21,option
874567-B21,874567-B21,option
874568-B21,874568-B21,option
874569-B21,874569-B21,option
874570-B21,874570-B21,option
874571-B21,874571-B21,option
874572-B21,874572-B21,option
874573-B21,874573-B21,option
874574-B21,874574-B21,option
874575-B21,874575-B21,option
874576-B21,874576-B21,option
874577-B21,874577-B21,option
874578-B21,874578-B21,option
874633-B21,874633-B21,option
874752-B21,874752-B21,option
875217-003,870759-B21,assembly
875238-B21,875238-B21,option
875239-B21,875239-B21,option
875241-B21,875241-B21,option
875242-B21,875242-B21,option
875311-B21,875311-B21,option
875313-B21,875313-B21,option
875317-B21,875317-B21,option
875319-B21,875319-B21,option
875326-B21,875326-B21,option
875330-B21,875330-B21,option
875335-B21,875335-B21,option
875336-B21,875336-B21,option
875337-B21,875337-B21,option
875338-B21,875338-B21,option
875339-B21,875339-B21,option
875342-B21,875342-B21,option
875343-B21,875343-B21,option
875349-B21,875349-B21,option
875470-B21,875470-B21,option
875472-B21,875472-B21,option
875474-B21,875474-B21,option
875476-B21,875476-B21,option
875478-B21,875478-B21,option
875480-B21,875480-B21,option
875483-B21,875483-B21,option
875485-B21,875485-B21,option
875488-B21,875488-B21,option
875490-B21,875490-B21,option
875492-B21,875492-B21,option
875494-B21,875494-B21,option
875496-B21,875496-B21,option
875498-B21,875498-B21,option
875500-B21,875500-B21,option
875503-B21,875503-B21,option
875509-B21,875509-B21,option
875511-B21,875511-B21,option
875513-B21,875513-B21,option
875519-B21,875519-B21,option
875587-B21,875587-B21,option
875589-B21,875589-B21,option
875591-B21,875591-B21,option
875593-B21,875593-B21,option
875595-B21,875595-B21,option
875597-B21,875597-B21,option
875608-B21,875608-B21,option
875652-001,875503-B21,spare
875655-001,875509-B21,spare
875656-001,875511-B21,spare
875657-001,875513-B21,spare
875675-B21,875675-B21,option
875681-001,875311-B21,spare
875682-001,875313-B21,spare
875684-001,875326-B21,spare
875686-001,875330-B21,spare
875703-001,875483-B21,spare
875780-B21,875780-B21,option
875835-001,875317-B21,spare
875836-001,875319-B21,spare
875850-001,875488-B21,spare
875851-001,875490-B21,spare
875852-001,875492-B21,spare
875853-001,875494-B21,spare
875854-001,875496-B21,spare
875855-001,875498-B21,spare
875856-001,875500-B21,spare
875863-001,875470-B21,spare
875864-001,875472-B21,spare
875865-001,875474-B21,spare
875866-001,875476-B21,spare
875867-001,875478-B21,spare
875868-001,875480-B21,spare
875871-001,875587-B21,spare
875872-001,875589-B21,spare
875873-001,875591-B21,spare
875874-001,875593-B21,spare
875875-001,875595-B21,spare
875876-001,875597-B21,spare
875939-B21,875939-B21,option
875940-B21,875940-B21,option
875941-B21,875941-B21,option
875942-B21,875942-B21,option
875943-B21,875943-B21,option
875944-B21,875944-B21,option
875945-B21,875945-B21,option
875946-B21,875946-B21,option
875947-B21,875947-B21,option
875948-B21,875948-B21,option
875950-B21,875950-B21,option
875951-B21,875951-B21,option
875954-B21,875954-B21,option
875956-B21,875956-B21,option
875957-B21,875957-B21,option
875958-B21,875958-B21,option
876087-B21,876087-B21,option
876093-B21,876093-B21,option
876099-B21,876099-B21,option
876181-B21,876181-B21,option
876562-B21,876562-B21,option
876936-002,872479-B21,assembly
876938-001,872477-B21,assembly
876938-002,872479-B21,assembly
877575-B21,877575-B21,option
877578-B21,877578-B21,option
877579-B21,877579-B21,option
877628-B21,877628-B21,option
877697-001,874253-B21,spare
877740-B21,877740-B21,option
877746-B21,877746-B21,option
877748-B21,877748-B21,option
877752-B21,877752-B21,option
877754-B21,877754-B21,option
877756-B21,877756-B21,option
877758-B21,877758-B21,option
877760-B21,877760-B21,option
877762-B21,877762-B21,option
877764-B21,877764-B21,option
877776-B21,877776-B21,option
877782-B21,877782-B21,option
877784-B21,877784-B21,option
877788-B21,877788-B21,option
877790-B21,877790-B21,option
877976-001,873870-B21,spare
877984-B21,877984-B21,option
877986-B21,877986-B21,option
877994-B21,877994-B21,option
877998-B21,877998-B21,option
878014-B21,878014-B21,option
878038-B21,878038-B21,option
878125-B21,878125-B21,option
878126-B21,878126-B21,option
878127-B21,878127-B21,option
878128-B21,878128-B21,option
878129-B21,878129-B21,option
878130-B21,878130-B21,option
878131-B21,878131-B21,option
878132-B21,878132-B21,option
878133-B21,878133-B21,option
878134-B21,878134-B21,option
878135-B21,878135-B21,option
878136-B21,878136-B21,option
878137-B21,878137-B21,option
878138-B21,878138-B21,option
878139-B21,878139-B21,option
878140-B21,878140-B21,option
878141-B21,878141-B21,option
878142-B21,878142-B21,option
878143-B21,878143-B21,option
878144-B21,878144-B21,option
878145-B21,878145-B21,option
878146-B21,878146-B21,option
878147-B21,878147-B21,option
878148-B21,878148-B21,option
878149-B21,878149-B21,option
878150-B21,878150-B21,option
878151-B21,878151-B21,option
878152-B21,878152-B21,option
878153-B21,878153-B21,option
878154-B21,878154-B21,option
878155-B21,878155-B21,option
878156-B21,878156-B21,option
878157-B21,878157-B21,option
878158-B21,878158-B21,option
878159-B21,878159-B21,option
878214-B21,878214-B21,option
878360-B21,878360-B21,option
878362-B21,878362-B21,option
878364-B21,878364-B21,option
878366-B21,878366-B21,option
878578-001,872725-B21,spare
878579-001,872726-B21,spare
878640-001,727261-B21,spare
878642-001,868840-B21,spare
878643-001,727258-B21,spare
878644-001,875242-B21,spare
878647-B21,878647-B21,option
878648-B21,878648-B21,option
878649-B21,878649-B21,option
878650-B21,878650-B21,option
878651-B21,878651-B21,option
878652-B21,878652-B21,option
878653-B21,878653-B21,option
878654-B21,878654-B21,option
878655-B21,878655-B21,option
878656-B21,878656-B21,option
878657-B21,878657-B21,option
878658-B21,878658-B21,option
878659-B21,878659-B21,option
878660-B21,878660-B21,option
878661-B21,878661-B21,option
878662-B21,878662-B21,option
878663-B21,878663-B21,option
878664-B21,878664-B21,option
878665-B21,878665-B21,option
878666-B21,878666-B21,option
878783-B21,878783-B21,option
878844-001,877740-B21,spare
878846-001,877746-B21,spare
878847-001,877748-B21,spare
878849-001,877752-B21,spare
878850-001,877754-B21,spare
878851-001,877756-B21,spare
878852-001,877758-B21,spare
878853-001,877760-B21,spare
878854-001,877762-B21,spare
878855-001,877764-B21,spare
879003-B21,879003-B21,option
879013-001,877776-B21,spare
879016-001,877782-B21,spare
879017-001,877784-B21,spare
879019-001,877788-B21,spare
879020-001,877790-B21,spare
879118-B21,879118-B21,option
879121-B21,879121-B21,option
879423-B21,879423-B21,option
879424-B21,879424-B21,option
879482-B21,879482-B21,option
879505-B21,879505-B21,option
879507-B21,879507-B21,option
879526-091,879505-B21,assembly
879527-091,879507-B21,assembly
879667-001,879482-B21,spare
880121-B21,880121-B21,option
880168-B21,880168-B21,option
880214-B21,880214-B21,option
880215-B21,880215-B21,option
880241-001,877984-B21,spare
880242-001,877986-B21,spare
880244-001,877994-B21,spare
880246-001,877998-B21,spare
880295-B21,880295-B21,option
880841-B21,880841-B21,option
880842-B21,880842-B21,option
880875-B21,880875-B21,option
880877-B21,880877-B21,option
881067-B21,881067-B21,option
881101-B21,881101-B21,option
881457-B21,881457-B21,option
881507-001,881457-B21,spare
881779-B21,881779-B21,option
881781-B21,881781-B21,option
881785-B21,881785-B21,option
881787-B21,881787-B21,option
882145-001,P04531-B21,spare
882219-001,880295-B21,spare
882361-091,880841-B21,assembly
882362-091,880842-B21,assembly
882397-001,881779-B21,spare
882398-001,881781-B21,spare
882400-001,881785-B21,spare
882401-001,881787-B21,spare
882402-001,880875-B21,spare
882403-001,880877-B21,spare
882448-001,880841-B21,spare
882449-001,880842-B21,spare
A6835-69001,AD197A,spare
A6968AX,AD195A,spare
A6969-69001,AD196A,spare
A8002A,A8002A,option
A8003A,A8003A,option
A8007B,A8007B,option
AA03631AC6,400740-B21,model
AB00931B92,313706-B21,model
AB009322B4,313706-B21,model
AB0093346A,313706-B21,model
AB009335B8,313706-B21,model
AB01831AC4,400739-B21,model
AB018322B6,400739-B21,model
AB0183346B,400739-B21,model
AB018335B9,400739-B21,model
AB567-69001,AM324A,spare
AC036322C2,128420-B21,model
AC03632378,128420-B21,model
AD009322B9,336357-B21,model
AD009322C5,336357-B21,model
AD00932372,336357-B21,model
AD009334A7,336357-B21,model
AD009335C9,336357-B21,model
AD00933626,336357-B21,model
AD00935335,336357-B21,model
AD00935CCC,336357-B21,model
AD00938268,336357-B21,model
AD018322BC,128417-B21,model
AD018322C8,128417-B21,model
AD01832375,128417-B21,model
